"440 Third Avenue, GROUNDFL - Kips Bay, New York",16000,Commercial,,"Approximate Sq. Feet: 1,350"
"THE BEAUMONT, 30 West 61st Street, PHD - Lincoln Square, New York",16000,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,522 | Approximate Exterior Sq. Ft: 664"
"15 Hudson Yards, 63F - Chelsea, New York",16000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3826061
"735-739 Ninth Avenue, RETAIL - Clinton, New York",16000,Commercial,,"Approximate Sq. Feet: 1,200"
"327 West 22nd Street, 7 - Chelsea, New York",15900,"Multi-Family, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,400 | Approximate Exterior Sq. Ft: 870"
"60 Riverside Boulevard, 3102 - Lincoln Square, New York",15900,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,868"
"The Colorado, 201 East 86th Street, 33A - Upper East Side, New York",15850,"Rental, Doorman",4 Beds | 4 Baths,Listing ID: 3837375
"55 White Street, 1A - TriBeCa, New York",15688,Condo,Loft | 4 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 4,057"
"23 Leonard Street, PH - TriBeCa, New York",15500,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 2,200 | Approximate Exterior Sq. Ft: 2200"
"The Hohner Building, 46 Mercer Street, 4W - SoHo - Nolita, New York",15500,Condo,Loft | 3.5 Beds | 3 Baths,"Approximate Sq. Feet: 2,000"
"39 North Moore Street, 3B - TriBeCa, New York",15500,Condo,Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 2,200"
"SOHO PLAZA CORP., 514 Broadway, 6H - SoHo - Nolita, New York",15500,Cooperative,Loft | 2 Beds | 3 Baths,"Approximate Sq. Feet: 3,500"
"237 East 32nd Street, 1 - Kips Bay, New York",15000,Multi-Family,5 Beds | 2 Baths,"Approximate Sq. Feet: 3,240"
"19 East 76th Street, PARLOUR - Upper East Side, New York",15000,Multi-Family,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,850"
"156 East 82nd Street, TPLX - Upper East Side, New York",15000,Rental,4 Beds | 2 Baths | 1 Half Bath,Listing ID: 3883277
"291 Seventh Avenue, 8 - Chelsea, New York",15000,Condo,Loft | 3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 3,370"
"22 West 88th Street, GARDEN - Upper West Side, New York",15000,Multi-Family,3 Beds | 3 Baths,"Approximate Sq. Feet: 2,360 | Approximate Exterior Sq. Ft: 450"
"The Chainworks Building, 144 West 18th Street, 4E - Chelsea, New York",15000,"Condo, Doorman",Loft | 3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,693"
