Address,Neighborhood,Price,Beds,Baths,Boro,Agency
West 88th Street,Upper West Side,2500,Studio,1 Bath,Manhattan,Corcoran
"270 West 17th Street, Apt. 8E",Chelsea,4000,1 Bed,1 Bath,Manhattan,Corcoran
"270 West 17th Street, Apt. 8E",Hudson Yards,4000,1 Bed,1 Bath,Manhattan,Corcoran
Suffolk Street,Lower East Side,3200,1 Bed,1 Bath,Manhattan,Corcoran
Suffolk Street,Lower East Side,3200,1 Bed,1 Bath,Manhattan,Corcoran
"103 West 27th Street, Apt. 3FLR",Chelsea,6350,4 Beds,2 Baths,Manhattan,Corcoran
"103 West 27th Street, Apt. 3FLR",Hudson Yards,6350,4 Beds,2 Baths,Manhattan,Corcoran
Lafayette Street,Soho,9500,2 Beds,1 Bath,Manhattan,Corcoran
Lafayette Street,Nolita,9500,2 Beds,1 Bath,Manhattan,Corcoran
East 38th Street,Murray Hill,3200,1 Bed,1 Bath,Manhattan,Corcoran
"77 West 85th Street, Apt. E",Upper West Side,4260,1 Bed,1 Bath,Manhattan,Corcoran
"518 Ninth Avenue, Apt. 2",Clinton,4500,3 Beds,1 Bath,Manhattan,Corcoran
"265 West 87th Street, Apt. 5B",Upper West Side,2325,Studio,1 Bath,Manhattan,Corcoran
"155 West 68th Street, Apt. 817",Upper West Side,3950,1 Bed,1 Bath,Manhattan,Corcoran
East 86th Street,Upper East Side,5350,1 Bed,1 Bath,Manhattan,Corcoran
"342 West 47th Street, Apt. 3F",Clinton,2520,Studio,1 Bath,Manhattan,Corcoran
"200 West 85th Street, Apt. 4C",Upper West Side,3500,2 Beds,1 Bath,Manhattan,Corcoran
West 14th Street,Chelsea,2975,Studio,1 Bath,Manhattan,Corcoran
West 14th Street,Hudson Yards,2975,Studio,1 Bath,Manhattan,Corcoran
"342 East 8th Street, Apt. 2I",East Village,4285,2 Beds,1 Bath,Manhattan,Corcoran
"7 West 21st Street, Apt. 16-J",Flatiron,6161,1 Bed,1 Bath,Manhattan,Corcoran
"200 East 61st Street, Apt. 23-B",Upper East Side,6000,1 Bed,2 Baths,Manhattan,Corcoran
"518 Ninth Avenue, Apt. 3",Clinton,4500,3 Beds,1 Bath,Manhattan,Corcoran
West 23rd Street,Chelsea,3495,Studio,1 Bath,Manhattan,Corcoran
West 23rd Street,Hudson Yards,3495,Studio,1 Bath,Manhattan,Corcoran
East 95th Street,Upper East Side,3725,2 Beds,1 Bath,Manhattan,Corcoran
"255 West 14th Street, Apt. 2G",Chelsea,3895,1 Bed,1 Bath,Manhattan,Corcoran
"255 West 14th Street, Apt. 2G",Hudson Yards,3895,1 Bed,1 Bath,Manhattan,Corcoran
East 82nd Street,Upper East Side,2250,1 Bed,1 Bath,Manhattan,Corcoran
East 38th Street,Murray Hill,1995,Studio,1 Bath,Manhattan,Corcoran
East 43rd Street,Midtown East,1800,Studio,1 Bath,Manhattan,Corcoran
West 101st Street,Upper West Side,3250,1 Bed,1 Bath,Manhattan,Corcoran
"101 East 10TH Street, Apt. 85",East Village,5795,1 Bed,1 Bath,Manhattan,Corcoran
"205 East 33rd Street, Apt. 3F",Murray Hill,5000,2 Beds,2 Baths,Manhattan,Corcoran
"439 West 48th Street, Apt. ONE-RW",Clinton,3400,2 Beds,1 Bath,Manhattan,Corcoran
"16 MAIDEN Lane, Apt. PH5",Financial District,7000,5 Beds,1 Bath,Manhattan,Corcoran
West 45th Street,Clinton,2300,Studio,1 Bath,Manhattan,Corcoran
"310 East 53rd Street, Apt. 2/3C",Midtown East,7000,1 Bed,2 Baths,Manhattan,Corcoran
"529 West 48th Street, Apt. 3",Clinton,2150,1 Bed,1 Bath,Manhattan,Corcoran
"108 Stanton Street, Apt. 1D",Lower East Side,3100,2 Beds,1 Bath,Manhattan,Corcoran
Park Avenue South,Flatiron,5200,1 Bed,1 Bath,Manhattan,Corcoran
West 22nd Street,Chelsea,24000,3 Beds,3 Baths,Manhattan,Corcoran
West 22nd Street,Hudson Yards,24000,3 Beds,3 Baths,Manhattan,Corcoran
West 77th Street,Upper West Side,3100,1 Bed,1 Bath,Manhattan,Corcoran
"415 East 37th Street, Apt. 43J",Murray Hill,6500,2 Beds,2 Baths,Manhattan,Corcoran
"251 West 89th Street, Apt. 5E",Upper West Side,3300,1 Bed,1 Bath,Manhattan,Corcoran
"101 East 10TH Street, Apt. 34",East Village,6750,2 Beds,2 Baths,Manhattan,Corcoran
"152 Thompson Street, Apt. C",Soho,3300,1 Bed,1 Bath,Manhattan,Corcoran
"152 Thompson Street, Apt. C",Nolita,3300,1 Bed,1 Bath,Manhattan,Corcoran
West 68th Street,Upper West Side,3495,2 Beds,1 Bath,Manhattan,Corcoran
"316 Mott Street, Apt. CC",Greenwich Village,3250,2 Beds,1 Bath,Manhattan,Corcoran
"518 Ninth Avenue, Apt. 1",Clinton,4500,3 Beds,1 Bath,Manhattan,Corcoran
"200 East 116th Street, Apt. 2S",East Harlem,4200,3 Beds,2 Baths,Manhattan,Corcoran
"200 East 116th Street, Apt. 4S",East Harlem,5150,4 Beds,2 Baths,Manhattan,Corcoran
West 89th Street,Upper West Side,4500,2 Beds,1 Bath,Manhattan,Corcoran
East 77th Street,Upper East Side,24500,5 Beds,4 Baths,Manhattan,Corcoran
Sutton Place,Sutton Area,5000,1 Bed,1 Bath,Manhattan,Corcoran
"70 Pine Street, Apt. 803",Financial District,3325,Studio,1 Bath,Manhattan,Corcoran
"67 Wall Street, Apt. 12-C",Financial District,3450,Studio,1 Bath,Manhattan,Corcoran
"101 East 10th Street, Apt. 7D",Greenwich Village,6250,1 Bed,1 Bath,Manhattan,Corcoran
Madison Square West,Flatiron,10000,1 Bed,1 Bath,Manhattan,Corcoran
"245 East 63rd Street, Apt. 23-C",Upper East Side,4250,2 Beds,1 Bath,Manhattan,Corcoran
West 56th Street,Midtown West,2450,Studio,1 Bath,Manhattan,Corcoran
"52 East 7th Street, Apt. 11",East Village,3200,1 Bed,1 Bath,Manhattan,Corcoran
"2021 Lexington Avenue, Apt. 2D",East Harlem,2900,3 Beds,1 Bath,Manhattan,Corcoran
"247 Broome Street, Apt. 4D",Lower East Side,3000,2 Beds,1 Bath,Manhattan,Corcoran
East 37th Street,Murray Hill,2800,Studio,1 Bath,Manhattan,Corcoran
"150 East 44th Street, Apt. 40G",Midtown East,5100,1 Bed,1 Bath,Manhattan,Corcoran
West Street,Battery Park City,13000,3 Beds,3 Baths,Manhattan,Corcoran
"174 West 137th Street, Apt. .2",Harlem,2900,3 Beds,1 Bath,Manhattan,Corcoran
West 25th Street,Chelsea,5625,1 Bed,1 Bath,Manhattan,Corcoran
West 25th Street,Hudson Yards,5625,1 Bed,1 Bath,Manhattan,Corcoran
"55 West 25th Street, Apt. 33M",Chelsea,4895,Studio,1 Bath,Manhattan,Corcoran
"55 West 25th Street, Apt. 33M",Hudson Yards,4895,Studio,1 Bath,Manhattan,Corcoran
Central Park South,Central Park South,6000,1 Bed,1 Bath,Manhattan,Corcoran
"120 West 21st Street, Apt. 1504",Chelsea,5350,1 Bed,1 Bath,Manhattan,Corcoran
"120 West 21st Street, Apt. 1504",Hudson Yards,5350,1 Bed,1 Bath,Manhattan,Corcoran
East 35th Street,Murray Hill,3100,1 Bed,1 Bath,Manhattan,Corcoran
Jane Street,West Village,6995,1 Bed,1 Bath,Manhattan,Corcoran
East 119th Street,East Harlem,3950,3 Beds,2 Baths,Manhattan,Corcoran
Greene Street,Soho,18000,2 Beds,3 Baths,Manhattan,Corcoran
Greene Street,Nolita,18000,2 Beds,3 Baths,Manhattan,Corcoran
Saint Nicholas Place,Hamilton Heights,2150,1 Bed,1 Bath,Manhattan,Corcoran
7TH Avenue,Harlem,2700,2 Beds,1 Bath,Manhattan,Corcoran
"239 Third Avenue, Apt. 3",Gramercy,3800,2 Beds,1 Bath,Manhattan,Corcoran
West 15th Street,Chelsea,2725,Studio,1 Bath,Manhattan,Corcoran
West 15th Street,Hudson Yards,2725,Studio,1 Bath,Manhattan,Corcoran
Sullivan Street,Greenwich Village,3100,1 Bed,1 Bath,Manhattan,Corcoran
West 48th Street,Clinton,340,2 Beds,1 Bath,Manhattan,Corcoran
West 172nd Street,Washington Heights,2085,1 Bed,1 Bath,Manhattan,Corcoran
Hillside Avenue,Washington Heights,1775,Studio,1 Bath,Manhattan,Corcoran
Haven Avenue,Washington Heights,3325,3 Beds,1 Bath,Manhattan,Corcoran
"30 Morningside Drive, Apt. 309",Morningside Heights,9841,3 Beds,2 Baths,Manhattan,Corcoran
East 54th Street,Sutton Area,14000,3 Beds,2 Baths,Manhattan,Corcoran
"663 Lexington Avenue, Apt. 3FLR",Upper East Side,5500,3 Beds,2 Baths,Manhattan,Corcoran
West 54th Street,Midtown West,2995,2 Beds,1 Bath,Manhattan,Corcoran
"171 East 117th Street, Apt. 3",East Harlem,3200,3 Beds,1 Bath,Manhattan,Corcoran
"65 East 54th Street, Apt. 5F",Midtown East,3000,Studio,1 Bath,Manhattan,Corcoran
"257 Water Street, Apt. 4E",Financial District,7500,5 Beds,2 Baths,Manhattan,Corcoran
East 11th Street,East Village,2400,1 Bed,1 Bath,Manhattan,Corcoran
Washington Street,Tribeca,7950,2 Beds,2 Baths,Manhattan,Corcoran
"475 Greenwich Street, Apt. PHN",Tribeca,25000,3 Beds,2 Baths,Manhattan,Corcoran
West 55th Street,Midtown West,3495,1 Bed,1 Bath,Manhattan,Corcoran
West 49th Street,Clinton,3495,1 Bed,1 Bath,Manhattan,Corcoran
1ST Avenue,Midtown East,7784,2 Beds,2 Baths,Manhattan,Corcoran
"20 West Street, Apt. 38B",Financial District,2800,Studio,1 Bath,Manhattan,Corcoran
West 55th Street,Midtown West,3495,1 Bed,1 Bath,Manhattan,Corcoran
West 49th Street,Clinton,3495,1 Bed,1 Bath,Manhattan,Corcoran
1ST Avenue,Midtown East,7784,2 Beds,2 Baths,Manhattan,Corcoran
"342 Manhattan Avenue, Apt. 2S",Harlem,3995,4 Beds,2 Baths,Manhattan,Corcoran
"20 West Street, Apt. 38B",Financial District,2800,Studio,1 Bath,Manhattan,Corcoran
"423 East 83rd Street, Apt. 3A",Upper East Side,2527,1 Bed,1 Bath,Manhattan,Corcoran
"1601 Third Avenue, Apt. 5H",Carnegie Hill,6000,3 Beds,2 Baths,Manhattan,Corcoran
"10 Madison Square West, Apt. 6B",Flatiron,18500,3 Beds,2 Baths,Manhattan,Corcoran
"163 Saint Nicholas Avenue, Apt. 6F",Harlem,3975,2 Beds,2 Baths,Manhattan,Corcoran
East 110th Street,Upper East Side,2500,1 Bed,1 Bath,Manhattan,Corcoran
"200 Chambers Street, Apt. 5F",Tribeca,4900,1 Bed,1 Bath,Manhattan,Corcoran
Central Park South,Central Park South,3895,1 Bed,1 Bath,Manhattan,Corcoran
"75 Baxter Street, Apt. 25",Chinatown,4900,3 Beds,1 Bath,Manhattan,Corcoran
"75 Baxter Street, Apt. 3",Chinatown,3812,2 Beds,1 Bath,Manhattan,Corcoran
"441 West 48th Street, Apt. W-ONE",Clinton,4495,3 Beds,1 Bath,Manhattan,Corcoran
"338 East 13th Street, Apt. 2C",East Village,4300,1 Bed,1 Bath,Manhattan,Corcoran
East 63rd Street,Upper East Side,4500,1 Bed,1 Bath,Manhattan,Corcoran
West End Avenue,Upper West Side,6000,2 Beds,1 Bath,Manhattan,Corcoran
Broadway,Inwood,1846,Studio,1 Bath,Manhattan,Corcoran
"33 West 56th Street, Apt. 14B",Midtown West,14800,3 Beds,3 Baths,Manhattan,Corcoran
"33 West 56th Street, Apt. PH-C",Midtown West,23500,3 Beds,3 Baths,Manhattan,Corcoran
"60 West 142nd Street, Apt. 04K",Harlem,1923,Studio,1 Bath,Manhattan,Corcoran
"342 Manhattan Avenue, Apt. 3N",Harlem,3300,3 Beds,1 Bath,Manhattan,Corcoran
"196 Orchard Street, Apt. 9F",Lower East Side,10000,2 Beds,2 Baths,Manhattan,Corcoran
"62 West 62nd Street, Apt. 16-A",Upper West Side,6750,2 Beds,3 Baths,Manhattan,Corcoran
"210 West 138th Street, Apt. 2FLR",Harlem,4295,3 Beds,2 Baths,Manhattan,Corcoran
"40 Sutton Place, Apt. 5-D",Sutton Area,2200,Studio,1 Bath,Manhattan,Corcoran
"107 Saint Marks Place, Apt. 3-G",East Village,4095,2 Beds,1 Bath,Manhattan,Corcoran
"235 West 146th Street, Apt. A11",Harlem,1875,1 Bed,1 Bath,Manhattan,Corcoran
Frederick Douglass Boulevard,Harlem,3500,1 Bed,1 Bath,Manhattan,Corcoran
West 53rd Street,Midtown West,16000,2 Beds,2 Baths,Manhattan,Corcoran
Christopher Street,Greenwich Village,3495,Studio,1 Bath,Manhattan,Corcoran
Eighth Avenue,Harlem,2500,1 Bed,1 Bath,Manhattan,Corcoran
"515 East 72nd Street, Apt. 16D",Upper East Side,3950,1 Bed,1 Bath,Manhattan,Corcoran
"123 Washington Street, Apt. 27C",Financial District,3650,Studio,1 Bath,Manhattan,Corcoran
"80 Park Avenue, Apt. 2A",Murray Hill,2450,Studio,1 Bath,Manhattan,Corcoran
Fifth Avenue,Midtown West,6500,2 Beds,2 Baths,Manhattan,Corcoran
"8 Centre Market Place, Apt. 4",Soho,4500,3 Beds,1 Bath,Manhattan,Corcoran
"8 Centre Market Place, Apt. 4",Nolita,4500,3 Beds,1 Bath,Manhattan,Corcoran
"534 West 50th Street, Apt. 5B",Midtown West,2750,2 Beds,1 Bath,Manhattan,Corcoran
"242 West 53rd Street, Apt. 21B",Midtown West,3850,Studio,1 Bath,Manhattan,Corcoran
Hudson Street,West Village,10000,4 Beds,2 Baths,Manhattan,Corcoran
West End Avenue,Upper West Side,4500,Studio,1 Bath,Manhattan,Corcoran
"210 West 138th Street, Apt. 3FLR",Harlem,4395,3 Beds,2 Baths,Manhattan,Corcoran
2546 Adam Clayton Powell Boulevar...,Harlem,2150,2 Beds,1 Bath,Manhattan,Corcoran
"207 Madison Street, Apt. 22",Lower East Side,3400,2 Beds,1 Bath,Manhattan,Corcoran
"207 Madison Street, Apt. 22",Lower East Side,3400,2 Beds,1 Bath,Manhattan,Corcoran
Bradhurst Avenue,Harlem,4500,3 Beds,2 Baths,Manhattan,Corcoran
"4300 Broadway, Apt. 2E",Washington Heights,2534,2 Beds,1 Bath,Manhattan,Corcoran
"540 Main Street, Apt. 450",Roosevelt Island,3600,2 Beds,1 Bath,Manhattan,Corcoran
"510 West 110th Street, Apt. 3E",Upper West Side,2950,1 Bed,1 Bath,Manhattan,Corcoran
"121 West 19th Street, Apt. 3D",Chelsea,5700,1 Bed,1 Bath,Manhattan,Corcoran
"121 West 19th Street, Apt. 3D",Hudson Yards,5700,1 Bed,1 Bath,Manhattan,Corcoran
Mott Street,Soho,6395,4 Beds,2 Baths,Manhattan,Corcoran
Mott Street,Nolita,6395,4 Beds,2 Baths,Manhattan,Corcoran
"88 Greenwich Street, Apt. 329",Financial District,3200,Studio,1 Bath,Manhattan,Corcoran
"136 West Houston Street, Apt. PH",Greenwich Village,19000,3 Beds,2 Baths,Manhattan,Corcoran
"380 Rector Place, Apt. 18E",Battery Park City,3995,1 Bed,1 Bath,Manhattan,Corcoran
East 53rd Street,Midtown East,4400,1 Bed,1 Bath,Manhattan,Corcoran
"90 West Street, Apt. 21L",Financial District,4050,1 Bed,1 Bath,Manhattan,Corcoran
East 29th Street,Flatiron,5995,1 Bed,1 Bath,Manhattan,Corcoran
East 95th Street,Upper East Side,2950,1 Bed,1 Bath,Manhattan,Corcoran
"233 East 86th Street, Apt. 2A",Upper East Side,3200,1 Bed,1 Bath,Manhattan,Corcoran
"117 West 21st Street, Apt. PH-A",Chelsea,35000,4 Beds,3 Baths,Manhattan,Corcoran
"117 West 21st Street, Apt. PH-A",Hudson Yards,35000,4 Beds,3 Baths,Manhattan,Corcoran
West 94th Street,Upper West Side,4375,1 Bed,1 Bath,Manhattan,Corcoran
"123 Washington Street, Apt. 30D",Financial District,4295,1 Bed,1 Bath,Manhattan,Corcoran
"16 West 19th Street, Apt. 7E",Flatiron,6000,1 Bed,1 Bath,Manhattan,Corcoran
West 112th Street,Morningside Heights,3100,1 Bed,1 Bath,Manhattan,Corcoran
East 79th Street,Upper East Side,7500,3 Beds,3 Baths,Manhattan,Corcoran
Riverside Drive,Upper West Side,7250,2 Beds,1 Bath,Manhattan,Corcoran
"420 East 54th Street, Apt. 1408",Sutton Area,6000,1 Bed,2 Baths,Manhattan,Corcoran
East 54th Street,Sutton Area,8700,2 Beds,2 Baths,Manhattan,Corcoran
Washington Street,Tribeca,11500,2 Beds,1 Bath,Manhattan,Corcoran
"460 West 20th Street, Apt. 4J",Chelsea,5800,2 Beds,2 Baths,Manhattan,Corcoran
"460 West 20th Street, Apt. 4J",Hudson Yards,5800,2 Beds,2 Baths,Manhattan,Corcoran
"433 East 115th Street, Apt. 5-O",East Harlem,2300,1 Bed,1 Bath,Manhattan,Corcoran
"4300 Broadway, Apt. 6C",Washington Heights,1695,Studio,1 Bath,Manhattan,Corcoran
"4 West 108th Street, Apt. 13",Upper West Side,5750,5 Beds,2 Baths,Manhattan,Corcoran
"196 Orchard Street, Apt. 7L",Lower East Side,10000,2 Beds,2 Baths,Manhattan,Corcoran
"126 Elizabeth Street, Apt. 12",Chinatown,3070,2 Beds,1 Bath,Manhattan,Corcoran
East 71st Street,Upper East Side,1850,Studio,1 Bath,Manhattan,Corcoran
West 58th Street,Midtown West,3995,2 Beds,1 Bath,Manhattan,Corcoran
Christopher Street,Greenwich Village,5450,2 Beds,1 Bath,Manhattan,Corcoran
West 33rd Street,Midtown West,6461,2 Beds,2 Baths,Manhattan,Corcoran
"40 Central Park South, Apt. PHD",Central Park South,29500,2 Beds,2 Baths,Manhattan,Corcoran
Dutch Street,Financial District,4720,1 Bed,1 Bath,Manhattan,Corcoran
West 184th Street,Washington Heights,1800,Studio,1 Bath,Manhattan,Corcoran
East 52nd Street,Midtown East,10625,Studio,1 Bath,Manhattan,Corcoran
"228 West 15th Street, Apt. 3A",Chelsea,3395,1 Bed,1 Bath,Manhattan,Corcoran
"228 West 15th Street, Apt. 3A",Hudson Yards,3395,1 Bed,1 Bath,Manhattan,Corcoran
"75 Baxter Street, Apt. 4",Chinatown,2820,1 Bed,1 Bath,Manhattan,Corcoran
"183 East 3RD Street, Apt. 5E",East Village,5200,3 Beds,1 Bath,Manhattan,Corcoran
"212 East 47th Street, Apt. 31E",Midtown East,3700,1 Bed,1 Bath,Manhattan,Corcoran
"20 Avenue A, Apt. 4D",East Village,2842,1 Bed,1 Bath,Manhattan,Corcoran
"342 East 8th Street, Apt. 4C",East Village,3804,2 Beds,1 Bath,Manhattan,Corcoran
"590 West 204th Street, Apt. A-45",Inwood,2200,2 Beds,1 Bath,Manhattan,Corcoran
"446 West 47th Street, Apt. 2-B",Clinton,4450,2 Beds,2 Baths,Manhattan,Corcoran
"1462 2ND Avenue, Apt. APT-3S",Upper East Side,3500,2 Beds,1 Bath,Manhattan,Corcoran
"196 Orchard Street, Apt. 9C",Lower East Side,15000,3 Beds,3 Baths,Manhattan,Corcoran
"115 Fourth Avenue, Apt. 3F",Greenwich Village,12000,2 Beds,2 Baths,Manhattan,Corcoran
Ellwood Street,Inwood,1975,1 Bed,1 Bath,Manhattan,Corcoran
West 98th Street,Upper West Side,2750,1 Bed,1 Bath,Manhattan,Corcoran
West 98th Street,Upper West Side,4250,2 Beds,1 Bath,Manhattan,Corcoran
"325 West 93rd Street, Apt. 2D",Upper West Side,6000,3 Beds,2 Baths,Manhattan,Corcoran
2285 Adam Clayton Powell Boulevar...,Harlem,4200,4 Beds,2 Baths,Manhattan,Corcoran
Bradhurst Avenue,Harlem,2000,1 Bed,1 Bath,Manhattan,Corcoran
"1153 Third Avenue, Apt. 5",Upper East Side,1950,1 Bed,1 Bath,Manhattan,Corcoran
East 66th Street,Upper East Side,4095,2 Beds,1 Bath,Manhattan,Corcoran
"421 West 22nd Street, Apt. 3F",Chelsea,3000,Studio,1 Bath,Manhattan,Corcoran
"421 West 22nd Street, Apt. 3F",Hudson Yards,3000,Studio,1 Bath,Manhattan,Corcoran
"151 East 43rd Street, Apt. 5A",Midtown East,1800,Studio,1 Bath,Manhattan,Corcoran
"2144 Fifth Avenue, Apt. 2B",East Harlem,2700,2 Beds,1 Bath,Manhattan,Corcoran
Water Street,Financial District,4695,1 Bed,1 Bath,Manhattan,Corcoran
"51 West 81st Street, Apt. 8D",Upper West Side,5750,2 Beds,2 Baths,Manhattan,Corcoran
"504 Manhattan Avenue, Apt. 2-F",Harlem,2400,1 Bed,1 Bath,Manhattan,Corcoran
"454 Saint Nicholas Avenue, Apt. 2S",Harlem,2950,2 Beds,1 Bath,Manhattan,Corcoran
"229 East 84th Street, Apt. 3D",Upper East Side,3200,2 Beds,1 Bath,Manhattan,Corcoran
"238 West 108th Street, Apt. 3",Upper West Side,7500,3 Beds,2 Baths,Manhattan,Corcoran
"40 East 78th Street, Apt. 15C",Upper East Side,8900,2 Beds,2 Baths,Manhattan,Corcoran
"14 West 14th Street, Apt. 8B",Greenwich Village,10795,2 Beds,2 Baths,Manhattan,Corcoran
"2300 5TH Avenue, Apt. 5R",Harlem,1905,Studio,1 Bath,Manhattan,Corcoran
"55 West 95th Street, Apt. 65",Upper West Side,4950,3 Beds,1 Bath,Manhattan,Corcoran
"510 Amsterdam Avenue, Apt. 6B",Upper West Side,3387,2 Beds,1 Bath,Manhattan,Corcoran
West 19th Street,Chelsea,6800,1 Bed,2 Baths,Manhattan,Corcoran
West 19th Street,Hudson Yards,6800,1 Bed,2 Baths,Manhattan,Corcoran
"236 West 26th Street, Apt. 5SW",Chelsea,6395,2 Beds,1 Bath,Manhattan,Corcoran
"236 West 26th Street, Apt. 5SW",Hudson Yards,6395,2 Beds,1 Bath,Manhattan,Corcoran
East 63rd Street,Upper East Side,2850,Studio,1 Bath,Manhattan,Corcoran
"10 Hanover Square, Apt. 19R",Financial District,3180,2 Beds,1 Bath,Manhattan,Corcoran
"229 Chrystie Street, Apt. 720",East Village,4880,1 Bed,1 Bath,Manhattan,Corcoran
"40 West 116th Street, Apt. A917",Harlem,3000,1 Bed,1 Bath,Manhattan,Corcoran
East 72nd Street,Upper East Side,3795,1 Bed,1 Bath,Manhattan,Corcoran
South Street,Lower East Side,3900,1 Bed,1 Bath,Manhattan,Corcoran
East 91ST Street,Upper East Side,4140,1 Bed,1 Bath,Manhattan,Corcoran
"137 East 36th Street, Apt. 23E",Murray Hill,3200,1 Bed,1 Bath,Manhattan,Corcoran
"1436 Lexington Avenue, Apt. 3-C",Upper East Side,2108,Studio,1 Bath,Manhattan,Corcoran
"251 West 109th Street, Apt. 3-C",Upper West Side,2995,2 Beds,1 Bath,Manhattan,Corcoran
West 86th Street,Upper West Side,5795,2 Beds,2 Baths,Manhattan,Corcoran
"41 Avenue B, Apt. 6D",East Village,3495,1 Bed,1 Bath,Manhattan,Corcoran
West 23rd Street,Chelsea,3750,1 Bed,1 Bath,Manhattan,Corcoran
West 23rd Street,Hudson Yards,3750,1 Bed,1 Bath,Manhattan,Corcoran
"130 Water Street, Apt. 9O",Financial District,3495,Studio,1 Bath,Manhattan,Corcoran
"1050 Sixth Avenue, Apt. 24-A",Midtown West,13200,2 Beds,2 Baths,Manhattan,Corcoran
"243 Henry Street, Apt. 22",Lower East Side,4000,3 Beds,1 Bath,Manhattan,Corcoran
"65 Ludlow Street, Apt. 8",Lower East Side,3300,2 Beds,1 Bath,Manhattan,Corcoran
"16 MAIDEN Lane, Apt. 4",Financial District,4800,3 Beds,1 Bath,Manhattan,Corcoran
"4 West 103rd Street, Apt. 5A",Upper West Side,3987,3 Beds,1 Bath,Manhattan,Corcoran
3RD Avenue,Gramercy,5678,1 Bed,1 Bath,Manhattan,Corcoran
"250 East 90th Street, Apt. 2-S",Upper East Side,2400,2 Beds,1 Bath,Manhattan,Corcoran
"425 East 13th Street, Apt. 3C",East Village,7000,2 Beds,2 Baths,Manhattan,Corcoran
"630 Lenox Avenue, Apt. 17N",Harlem,3089,3 Beds,2 Baths,Manhattan,Corcoran
"300 East 46th Street, Apt. 3K",Midtown East,2725,Studio,1 Bath,Manhattan,Corcoran
"199 Second Avenue, Apt. 3",East Village,6750,3 Beds,1 Bath,Manhattan,Corcoran
"109 First Avenue, Apt. 5R",East Village,2675,1 Bed,1 Bath,Manhattan,Corcoran
"394 East 8th Street, Apt. 4C",East Village,2245,Studio,1 Bath,Manhattan,Corcoran
"394 East 8th Street, Apt. 1G",East Village,3500,2 Beds,1 Bath,Manhattan,Corcoran
Eighth Avenue,Harlem,4200,2 Beds,2 Baths,Manhattan,Corcoran
"235 East 40th Street, Apt. 20J",Murray Hill,2700,Studio,1 Bath,Manhattan,Corcoran
"333 East 43rd Street, Apt. 508",Midtown East,3350,1 Bed,1 Bath,Manhattan,Corcoran
"20 West 64th Street, Apt. 29R",Upper West Side,8500,2 Beds,2 Baths,Manhattan,Corcoran
East 5th Street,East Village,2100,Studio,1 Bath,Manhattan,Corcoran
Sullivan Street,Soho,4125,2 Beds,1 Bath,Manhattan,Corcoran
Sullivan Street,Nolita,4125,2 Beds,1 Bath,Manhattan,Corcoran
"600 West 187th Street, Apt. 24",Washington Heights,2550,3 Beds,1 Bath,Manhattan,Corcoran
"337 East 77th Street, Apt. PHB",Upper East Side,5683,2 Beds,2 Baths,Manhattan,Corcoran
East 54th Street,Sutton Area,5600,2 Beds,1 Bath,Manhattan,Corcoran
West 46th Street,Clinton,2700,1 Bed,1 Bath,Manhattan,Corcoran
East 11th Street,East Village,3650,2 Beds,1 Bath,Manhattan,Corcoran
Christopher Street,West Village,6250,1 Bed,1 Bath,Manhattan,Corcoran
"311 East 25th Street, Apt. 1F",Murray Hill,2450,Studio,1 Bath,Manhattan,Corcoran
"257 East 61st Street, Apt. 4G",Upper East Side,2000,Studio,1 Bath,Manhattan,Corcoran
West 33rd Street,Chelsea,3650,1 Bed,1 Bath,Manhattan,Corcoran
West 33rd Street,Hudson Yards,3650,1 Bed,1 Bath,Manhattan,Corcoran
"15 Essex Street, Apt. 21",Lower East Side,3200,2 Beds,1 Bath,Manhattan,Corcoran
"79 West 127th Street, Apt. 2D",Harlem,2250,1 Bed,1 Bath,Manhattan,Corcoran
"97 Lexington Avenue, Apt. 2B",Murray Hill,2000,Studio,1 Bath,Manhattan,Corcoran
"626 1ST Avenue, Apt. E41C",Midtown East,9920,2 Beds,2 Baths,Manhattan,Corcoran
"111 Mercer Street, Apt. 2",Soho,17500,2 Beds,2 Baths,Manhattan,Corcoran
"111 Mercer Street, Apt. 2",Nolita,17500,2 Beds,2 Baths,Manhattan,Corcoran
West 55th Street,Midtown West,5650,2 Beds,2 Baths,Manhattan,Corcoran
East 81st Street,Upper East Side,1950,1 Bed,1 Bath,Manhattan,Corcoran
"225 West 25th Street, Apt. 2C",Chelsea,3900,1 Bed,1 Bath,Manhattan,Corcoran
"225 West 25th Street, Apt. 2C",Hudson Yards,3900,1 Bed,1 Bath,Manhattan,Corcoran
"184 Nagle Avenue, Apt. 2I",Inwood,2250,2 Beds,1 Bath,Manhattan,Corcoran
"301 West 57th Street, Apt. 17B",Midtown West,4700,1 Bed,1 Bath,Manhattan,Corcoran
"251 West 19th Street, Apt. 3D",Chelsea,10500,2 Beds,2 Baths,Manhattan,Corcoran
"251 West 19th Street, Apt. 3D",Hudson Yards,10500,2 Beds,2 Baths,Manhattan,Corcoran
2300 Frederick Douglass Boulevard...,Harlem,3800,1 Bed,1 Bath,Manhattan,Corcoran
Columbus Avenue,Upper West Side,10727,3 Beds,2 Baths,Manhattan,Corcoran
"212 East 47th Street, Apt. 17H",Midtown East,3600,1 Bed,1 Bath,Manhattan,Corcoran
West 15th Street,Chelsea,4198,Studio,1 Bath,Manhattan,Corcoran
